"Identificação do post","Identificação da conta","Nome de usuário da conta","Nome da conta",Descrição,"Duração (s)","Horário de publicação","Link permanente","Tipo de post","Comentário de dados",Data,Visualizações,Alcance,Curtidas,Compartilhamentos,Seguimentos,Comentários,Salvamentos
17994169430903882,17841404658487124,oleonardorosso,"Leonardo Rosso","1 consulta paga a cada 30 novos seguidores já poderia ser uma realidade. Comente “SUPERCASO” e saiba como.

#harmonizacaofacial #merzaesthetics #supercaso #hof #neuvia",0,"01/16/2026 12:04",https://www.instagram.com/p/DTlZVyKD5GP/,"Carrossel do Instagram",,Total,6140,2652,61,15,0,27,11
17858224989535238,17841404658487124,oleonardorosso,"Leonardo Rosso","A faculdade te ensinou anatomia, fisiologia e farmacologia... mas “esqueceu” de te ensinar a única coisa que paga os boletos da clínica: Conexão. 

⠀

Hoje, uma das maiores dificuldades de quem é tecnicamente excelente (você) é conseguir vender procedimentos de alto valor. Sabe por que isso acontece?

Não é culpa sua. 

⠀

É culpa de um sistema de ensino que te formatou para falar como cientista, e não como uma realizadora de sonhos.

⠀

Eles te disseram que “bastava ser boa tecnicamente” que a agenda lotaria. Mentiram.

⠀

Quando você posta conteúdo técnico no Instagram, você está apenas repetindo o padrão que aprendeu na pós-graduação.

⠀

Você joga um monte de informação complexa achando que isso gera autoridade, mas o resultado é o silêncio no WhatsApp ou pedidos de desconto.

⠀

O seu paciente jamais irá comprar de você se ele não sentir o que você entrega.

⠀
Sem essa tradução emocional (que a faculdade não ensina):

⠀

❌ A transação não acontece;

❌ Você vira refém de preço;

❌ A sua técnica de excelência continua invisível;

❌ E a clínica não cresce.

⠀

A confiança não vem de mostrar que você sabe o nome do músculo. Vem de mostrar que você entende a DOR da paciente melhor do que ela mesma.

⠀

Estou aqui para te ajudar a quebrar essa “formatação acadêmica” e construir uma comunicação que gera desejo, clareza e te faz única.

⠀

Vamos juntas corrigir o que a faculdade não te ensinou?

⠀

1 consulta paga a cada 30 novos seguidores já poderia ser uma realidade. Comente “SUPERCASO” e saiba como.",0,"01/15/2026 14:03",https://www.instagram.com/p/DTjCIPLD8e-/,"Carrossel do Instagram",,Total,7837,3521,84,90,9,65,111
18091786876799659,17841404658487124,oleonardorosso,"Leonardo Rosso","O maior estelionato da Harmonização Facial não acontece na cadeira, acontece no corredor do Congresso.
⠀
Fizeram você acreditar que, para ser valorizada, você precisava primeiro “parecer” cara.
⠀
Disseram que o paciente de ticket alto só fecharia com quem usasse a grife certa, frequentasse os lugares certos e postasse a vida perfeita. E você, dedicada que é, fez a sua parte. Comprou a ideia (e a bolsa parcelada) porque queria passar credibilidade. Porque queria ser vista.
⠀
Mas a conta não fechou, né?
⠀
É revoltante ver que você montou o “personagem” que a faculdade e os gurus mandaram, mas continua se sentindo invisível. Enquanto isso, você vê doutoras com técnicas muito piores que a sua, vestindo roupas normais, faturando 70 mil, 300 mil por mês.
⠀
A verdade que a indústria esconde é cruel: Eles te vendem “status” porque status dá lucro... para eles. Para você, o que dá lucro não é etiqueta, é POSICIONAMENTO.
⠀
O paciente que paga 6 mil, 10 mil, 20 mil num tratamento não está procurando uma doutora que pareça uma modelo do Instagram. Ele está procurando alguém que resolva a dor dele com segurança.
⠀
Você já tem a técnica. Você já tem os casos. Você só está cansada porque gastou toda sua energia tentando impressionar colegas, quando poderia estar usando um SUPERCASO para atrair pacientes que pagam sem pedir desconto.
⠀
Não é culpa sua estar exausta desse teatro. Mas é sua responsabilidade decidir sair dele agora.
⠀
Se você quer parar de investir em aparência e começar a investir em previsibilidade de caixa...
⠀
Comente SUPERCASO e eu vou te mostrar como faturar alto sendo quem você é, não quem disseram que você deveria ser.

#harmonizacaofacial #merzaesthetics #supercaso #hof #neuvia",0,"01/13/2026 14:29",https://www.instagram.com/p/DTd7g-Jj98-/,"Imagem do Instagram",,Total,4728,2392,38,4,3,10,8
17892205668392844,17841404658487124,oleonardorosso,"Leonardo Rosso","2025 foi bom, só não foi nem perto do que tá para ser 2026.",0,"01/09/2026 14:28",https://www.instagram.com/p/DTToNcqj6EU/,"Carrossel do Instagram",,Total,24240,10435,179,38,4,17,29
18106494451676851,17841404658487124,oleonardorosso,"Leonardo Rosso","1 consulta paga a cada 30 novos seguidores já poderia ser uma realidade. Comente “SUPERCASO” e saiba como.

#harmonizacaofacial #merzaesthetics #supercaso #hof #neuvia",0,"01/08/2026 14:23",https://www.instagram.com/p/DTRC2eMD8bm/,"Carrossel do Instagram",,Total,4473,2175,18,8,0,23,23
18306896860267509,17841404658487124,oleonardorosso,"Leonardo Rosso","1 consulta paga a cada 30 novos seguidores já poderia ser uma realidade. Comente “SUPERCASO” e saiba como.

#harmonizacaofacial #merzaesthetics #supercaso #hof #neuvia",0,"01/07/2026 14:10",https://www.instagram.com/p/DTOckRQiUHX/,"Carrossel do Instagram",,Total,5054,2193,20,6,1,12,26
17936509677111094,17841404658487124,oleonardorosso,"Leonardo Rosso","1 consulta paga a cada 30 novos seguidores já poderia ser uma realidade. Comente “SUPERCASO” e saiba como.

#harmonizacaofacial #merzaesthetics #supercaso #hof #neuvia",0,"01/05/2026 13:18",https://www.instagram.com/p/DTJNBMsjzcb/,"Carrossel do Instagram",,Total,6445,2545,35,8,1,22,16
18085835921116053,17841404658487124,oleonardorosso,"Leonardo Rosso","Sabe aquela voz na sua cabeça?
⠀
Aquela que você abre o Instagram. Vê aquela profissional voando.
⠀
Consultório lindo. Faturamento alto. Autoridade.
⠀
E aí vem aquele banho de água fria.
⠀
“Não sei se é para mim.”
⠀
“Na minha região é diferente.”
⠀
“Aqui só querem saber de preço.”
⠀
Tão te fazendo acreditar que precisa de bolsa da channel e carro de luxo para começar a ganhar dinheiro...
⠀
Fazem parecer que até para cobrar consulta precisa ser “famosa”.
⠀
Você recua.
⠀
E continua aí... trabalhando muito, ganhando pouco e esperando o “dia perfeito” pra se sentir pronta.
⠀
Conhece alguém assim?
⠀
Pois é. E isso tem um motivo.
⠀
Você tá tentando jogar o jogo do faturamento com as regras da insegurança.
⠀
Você acredita que o paciente não paga porque ele não tem dinheiro.
⠀
A verdade é: Ele não paga porque VOCÊ não se comprou ainda.
⠀
Olha o que acontece quando você muda a chave:
⠀
A dentista que achava ""impossível faturar 600 mil sozinha no interior""... faturou.
⠀
A que tinha medo de cobrar e das pessoas desistirem... hoje cobra sem vergonha nenhuma e o paciente paga feliz.
⠀
A que travava nos ""100k por mês""... dobrou o faturamento em 60 dias.
⠀
Sente a diferença?
⠀
O problema nunca foi a sua cidade.
⠀
Nunca foi a sua idade.
⠀
Nunca foi a crise.
⠀
Ou a ""época do ano"".
⠀
O problema era você tentar adivinhar o seu valor, em vez de seguir um método que constrói o seu valor.
⠀
Quando você sabe o básico, só o básico, apresentar seus casos e se apresentar da forma que seus pacientes estão procurando comprar.
⠀
A ""cidade pequena"" vira oceano azul.
⠀
A ""falta de experiência"" vira energia.
⠀
O ""medo de cobrar"" vira certeza de mais dos melhores casos.
⠀
Você que vai continuar achando que é impossível ou vai aprender como chegar lá também?",148,"01/05/2026 08:57",https://www.instagram.com/reel/DTIu5byApMs/,"Reel do Instagram",,Total,3463,2110,29,17,4,4,25
18297857221285105,17841462394653448,draalinedamazio,"Aline Damazio | Harmonização Facial","Fechando o ano com um encontro incrível com foco total em 2026 ✨.",0,"12/05/2025 04:12",https://www.instagram.com/p/DR4Z5GpjbA2/,"Carrossel do Instagram",,Total,64782,,91,3,,14,0
17862815772537457,17841404658487124,oleonardorosso,"Leonardo Rosso","Começo do fim.",35,"12/03/2025 14:59",https://www.instagram.com/reel/DR0aVzoj7NT/,"Reel do Instagram",,Total,3794,3250,38,6,2,6,2
18157006459406201,17841404658487124,oleonardorosso,"Leonardo Rosso","Começo do fim.",53,"12/01/2025 15:10",https://www.instagram.com/reel/DRvR8jfDyI2/,"Reel do Instagram",,Total,4248,4188,63,8,0,16,4
18093984130809801,17841404658487124,oleonardorosso,"Leonardo Rosso","Muita troca, networking, risada e aprendizado com os melhores. 🏆🏆

A melhor parte para mim

O COMEÇO DO FIM foi acima das expectativas graças à presença e participação ativa de cada um que conseguiu se fazer presente tão rápido, num evento que se fez em 10 dias 100 das maiores doutoras na área presentes

É demais aprender tanto com cada um aqui e ainda ter a chance de contribuir e falar mais em ter a agenda que entrega o faturamento que a gente merece e não menos, sem precisar trabalhar mais horas para isso.

A melhor para mim foi ter a chance de conversar com muitos de vocês, uma pena que não todos, e para ti?

Sinto que já deu para fazer uma diferença, aqui vocês já fizeram.

Foi só o começo. Quero ver a gente daqui um ano.

#HarmonizaçãoFacial",0,"12/01/2025 05:50",https://www.instagram.com/p/DRuR62ajkR1/,"Carrossel do Instagram",,Total,20982,3975,119,14,3,22,7
18159405775402711,17841404658487124,oleonardorosso,"Leonardo Rosso","1 consulta paga a cada 30 novos seguidores já poderia ser uma realidade. Comente “SUPERCASO” e saiba como.

#harmonizacaofacial #merzaesthetics #supercaso #hof #neuvia",45,"11/25/2025 15:28",https://www.instagram.com/reel/DRf3R9TggTc/,"Reel do Instagram",,Total,988,639,7,3,4,4,2
17878079616435401,17841404658487124,oleonardorosso,"Leonardo Rosso","1 consulta paga a cada 30 novos seguidores já poderia ser uma realidade. Comente “SUPERCASO” e saiba como.

#harmonizacaofacial #merzaesthetics #supercaso #hof #neuvia",52,"11/24/2025 15:13",https://www.instagram.com/reel/DRdQrNJgohZ/,"Reel do Instagram",,Total,1291,775,21,2,0,7,2
17920815165217133,17841404658487124,oleonardorosso,"Leonardo Rosso","1 consulta paga a cada 30 novos seguidores já poderia ser uma realidade. Comente “SUPERCASO” e saiba como.

#harmonizacaofacial #merzaesthetics #supercaso #hof #neuvia",0,"11/21/2025 14:00",https://www.instagram.com/p/DRVaF3ZiWXX/,"Carrossel do Instagram",,Total,27426,3873,39,14,3,14,19
17925553008161367,17841404658487124,oleonardorosso,"Leonardo Rosso","Já sabe quem precisa ser para ter os resultados que busca?
E se eu te contar que… você já é.",0,"11/19/2025 04:37",https://www.instagram.com/p/DRPQGapjvjj/,"Carrossel do Instagram",,Total,27520,3154,19,0,1,0,6
18083897965976107,17841470198074398,mentoriareconecta,"ʀᴇᴄᴏɴᴇᴄᴛᴀɴᴅᴏ ǫᴜᴇᴍ ᴠᴏᴄê é ᴇ ᴄᴏᴍᴏ ᴠᴏᴄê é ᴠɪꜱᴛᴀ.","Fazendo as horas valerem mais. 28/11. Te vejo lá?",0,"11/15/2025 14:21",https://www.instagram.com/p/DRF_xZfDrjzBOqW6dVBf5wZNg3tnIZB-_e4b5A0/,"Carrossel do Instagram",,Total,34276,,52,4,,8,0
18368228116157652,17841404658487124,oleonardorosso,"Leonardo Rosso","1 consulta paga a cada 30 novos seguidores já poderia ser uma realidade. Comente “SUPERCASO” e saiba como.

#harmonizacaofacial #merzaesthetics #supercaso #hof #neuvia",0,"11/07/2025 13:28",https://www.instagram.com/p/DQxTVLLCWoh/,"Carrossel do Instagram",,Total,36692,3340,22,4,3,18,15
18056220380637266,17841404658487124,oleonardorosso,"Leonardo Rosso","1 consulta paga a cada 30 novos seguidores já poderia ser uma realidade. Comente “SUPERCASO” e saiba como.

#harmonizacaofacial #merzaesthetics #supercaso #hof #neuvia",50,"10/23/2025 07:21",https://www.instagram.com/reel/DQJ6ZvVArGK/,"Reel do Instagram",,Total,759,476,0,4,1,0,4
18535088686055586,17841404658487124,oleonardorosso,"Leonardo Rosso","1 consulta paga a cada 30 novos seguidores já poderia ser uma realidade. Comente “SUPERCASO” e saiba como.

#harmonizacaofacial #merzaesthetics #supercaso #hof #neuvia",34,"10/22/2025 06:32",https://www.instagram.com/reel/DQHQBb8gm5t/,"Reel do Instagram",,Total,1096,686,0,4,0,0,2
17975740532947724,17841404658487124,oleonardorosso,"Leonardo Rosso","Sabe aquele momento?

Paciente sentado na sua frente.

Você TÁ VENDO o que ele precisa.

Tem a solução completa na ponta da língua.

Mas aí vem aquele aperto no peito.

“E se ele achar caro?”

“E se ele sair sem fechar?”

Aí você recua.

Oferece só metade.

Resolve só o urgente.

E ele sai com o problema ainda lá. Só que agora escondido. Ele nem sabe. Você sabe.

E fica aquele gosto amargo.

Você já se sentiu assim?

Pois é. E tem uma razão pra isso acontecer.

Tudo começa quando VOCÊ fala mais que o paciente.

Você olha pra situação dele e já presume tudo: o que ele tá sentindo, o quanto isso incomoda, o que ele quer resolver.

Aí sai EXPLICANDO. Justificando. Mostrando valor.

Parece que você tá ajudando, né?

Mas olha o que você acabou de fazer: colocou VOCÊ em julgamento.

Agora você depende da validação dele pra cada coisa que você fala.

Ele fica quieto. Você fala mais. Ele questiona. Você trava. Simples assim.

E aí começa o efeito dominó.

Cliente não se convence direito → levanta objeção → você sente como rejeição PESSOAL → sua insegurança vaza na voz, no olhar → ele SENTE isso → confiança vai pro ralo.

Quando chega na hora do preço, você já tá tão fragilizado buscando aprovação que qualquer “vou pensar” te destrói por dentro.

Mas tem outro jeito.

Para de presumir o que ele sente.

Para de explicar o que VOCÊ acha importante.

Pergunta: “...Como “ABC” tem feito você se sentir?”

Sente a diferença?

Agora é ELE falando.

ELE conectando os pontos na cabeça dele.

ELE amarrando os benefícios.

ELE construindo o valor do que você tá oferecendo.

Você não precisa de validação dele pra cada explicação.

Você precisa que ELE valide a própria decisão de cuidar da saúde dele.

Quando ele faz isso?

O preço vira detalhe técnico.

A objeção vira conversa de logística.

O “vou pensar” vira “como a gente faz pra começar?”

A real é essa:

Você não trava no preço.

Você trava na validação.

E isso começou lá atrás, quando você presumiu ao invés de perguntar.

Muda a pergunta. Muda o jogo inteiro.

Muda seu fechamento, seu ticket médio, para de deixar paciente sair sem resolver o problema de verdade ou pior, só “meio” resolvido e ele nem faz ideia.",0,"10/18/2025 17:38",https://www.instagram.com/p/DP-JMahDF9_/,"Imagem do Instagram",,Total,249395,60471,257,8,33,10,25
18093041326636670,17841404658487124,oleonardorosso,"Leonardo Rosso","Melhor companhia.",0,"10/15/2025 10:56",https://www.instagram.com/p/DP1swY7iVBW/,"Carrossel do Instagram",,Total,63837,6392,81,22,0,15,1
18083015041810558,17841404658487124,oleonardorosso,"Leonardo Rosso","Quem te falou que o caminho para vender mais é aprender a ""Convencer"" alguém a comprar teu plano de tratamento... tá querendo ensinar o que não sabe e Teus pacientes não tem a menor culpa disso.

Imagina poder ter TUDO que quiser.

Mas tem alguém constantemente te convencendo do contrário.

Você aceitaria?

Você já vive isso.

Convencimento é a arma do diabo.

E ele reconhece fácil o que ele usa.

Quando você tenta convencer sua paciente a fechar...

Ela se convence o tempo todo de que NÃO pode.

Aí você vem e tenta convencer que ela PODE.

Pronto.

Luta ou Fuga.

Ativa modo sobrevivência imediatamente.

É a arma que ELA mais usa contra ela mesma.

Você não quebra objeção.

Você contorna.

Ela tá com uma lança na mão se defendendo, com medo.

Você não tira à força.

Você ajuda ela a perceber que não precisa de lança.

A diferença:

Convencer = você tenta fazer ela acreditar

Persuasão = você ajuda ela a VER

Convencer ativa resistência.

Persuasão ajuda ela a perceber que não tem porque resistir.

Quando você briga com os argumentos do ""não""...

Você valida eles como realidade.

Aí já era.

A pessoa só compra quando:

Ficar parado dói MAIS que dar o passo.

Você faz isso ajudando ela a sentir.

A VER.

A reconhecer sozinha.

Na próxima consulta:

Para de convencer.

Faz as perguntas certas.

Deixa ELA conectar os pontos.

Quando a resposta vem dela...

Não tem defesa que segure.

Vendas não é sobre você estar certo.

É sobre ela se sentir segura pra decisão que JÁ quer tomar.",0,"10/11/2025 18:24",https://www.instagram.com/p/DPsM5hyDJok/,"Imagem do Instagram",,Total,78449,15725,101,12,8,2,27
17853684090540869,17841404658487124,oleonardorosso,"Leonardo Rosso","1 consulta paga a cada 30 novos seguidores já poderia ser uma realidade. Comente “SUPERCASO” e saiba como.

#harmonizacaofacial #merzaesthetics #supercaso #hof #neuvia",0,"09/22/2025 14:04",https://www.instagram.com/p/DO60CccD7PP/,"Carrossel do Instagram",,Total,3447388,422231,2697,226,805,123,614
18080251543940530,17841404658487124,oleonardorosso,"Leonardo Rosso","1 consulta paga a cada 30 novos seguidores já poderia ser uma realidade. Comente “SUPERCASO” e saiba como.

#harmonizacaofacial #merzaesthetics #supercaso #hof #neuvia",38,"09/16/2025 07:04",https://www.instagram.com/reel/DOqnE_4AuOr/,"Reel do Instagram",,Total,864,656,4,1,0,0,0
17966000483807502,17841404658487124,oleonardorosso,"Leonardo Rosso","1 consulta paga a cada 30 novos seguidores já poderia ser uma realidade. Comente “SUPERCASO” e saiba como.

#harmonizacaofacial #merzaesthetics #supercaso #hof #neuvia",0,"09/15/2025 14:12",https://www.instagram.com/p/DOozWzqicXa/,"Carrossel do Instagram",,Total,109726,36256,84,16,33,4,38
18076803701067493,17841404658487124,oleonardorosso,"Leonardo Rosso","1 consulta paga a cada 30 novos seguidores já poderia ser uma realidade. Comente “SUPERCASO” e saiba como.

#harmonizacaofacial #merzaesthetics #supercaso #hof #neuvia",51,"09/15/2025 07:38",https://www.instagram.com/reel/DOoGJ97Aj8p/,"Reel do Instagram",,Total,1009,625,6,4,1,0,0
18076820165284746,17841404658487124,oleonardorosso,"Leonardo Rosso","1 consulta paga a cada 30 novos seguidores já poderia ser uma realidade. Comente “SUPERCASO” e saiba como.

#harmonizacaofacial #merzaesthetics #supercaso #hof #neuvia",40,"09/12/2025 08:22",https://www.instagram.com/reel/DOgc44kAuO9/,"Reel do Instagram",,Total,12043,6544,2,0,1,0,2
18111272155531734,17841404658487124,oleonardorosso,"Leonardo Rosso","1 consulta paga a cada 30 novos seguidores já poderia ser uma realidade. Comente “SUPERCASO” e saiba como.

#harmonizacaofacial #merzaesthetics #supercaso #hof #neuvia",33,"09/11/2025 08:11",https://www.instagram.com/reel/DOd20vpAudy/,"Reel do Instagram",,Total,10475,5680,5,0,0,7,0
18090453622793845,17841404658487124,oleonardorosso,"Leonardo Rosso","1 consulta paga a cada 30 novos seguidores já poderia ser uma realidade. Comente “SUPERCASO” e saiba como.

#harmonizacaofacial #merzaesthetics #supercaso #hof #neuvia",31,"09/10/2025 11:22",https://www.instagram.com/reel/DObn4t-Akrz/,"Reel do Instagram",,Total,605,431,1,0,0,1,1
18040520696411878,17841404658487124,oleonardorosso,"Leonardo Rosso","1 consulta paga a cada 30 novos seguidores já poderia ser uma realidade. Comente “SUPERCASO” e saiba como.

#harmonizacaofacial #merzaesthetics #supercaso #hof #neuvia",34,"09/09/2025 11:49",https://www.instagram.com/reel/DOZGG59ghsd/,"Reel do Instagram",,Total,630,439,1,0,1,2,3
17867620107370864,17841404658487124,oleonardorosso,"Leonardo Rosso","1 consulta paga a cada 30 novos seguidores já poderia ser uma realidade. Comente “SUPERCASO” e saiba como.

#harmonizacaofacial #merzaesthetics #supercaso #hof #neuvia",46,"09/09/2025 08:15",https://www.instagram.com/reel/DOYtsoXgtHp/,"Reel do Instagram",,Total,18366,8817,5,0,0,4,1
18031081667708986,17841404658487124,oleonardorosso,"Leonardo Rosso","1 consulta paga a cada 30 novos seguidores já poderia ser uma realidade. Comente “SUPERCASO” e saiba como.

#harmonizacaofacial #merzaesthetics #supercaso #hof #neuvia",30,"09/08/2025 14:41",https://www.instagram.com/reel/DOW1Dsegu49/,"Reel do Instagram",,Total,12255,6438,10,2,0,6,2
17895916638165572,17841404658487124,oleonardorosso,"Leonardo Rosso","1 consulta paga a cada 30 novos seguidores já poderia ser uma realidade. Comente “SUPERCASO” e saiba como.

#harmonizacaofacial #merzaesthetics #supercaso #hof #neuvia",0,"09/08/2025 11:03",https://www.instagram.com/p/DOWcJCgCSlu/,"Carrossel do Instagram",,Total,75970,18956,64,27,16,21,30
18083235235732225,17841404658487124,oleonardorosso,"Leonardo Rosso","1 consulta paga a cada 30 novos seguidores já poderia ser uma realidade. Comente “SUPERCASO” e saiba como.

#harmonizacaofacial #merzaesthetics #supercaso #hof #neuvia",31,"09/08/2025 08:04",https://www.instagram.com/reel/DOWHkD5guml/,"Reel do Instagram",,Total,15675,7324,5,0,0,6,3
18023147291738482,17841404658487124,oleonardorosso,"Leonardo Rosso","1 consulta paga a cada 30 novos seguidores já poderia ser uma realidade. Comente “SUPERCASO” e saiba como.

#harmonizacaofacial #merzaesthetics #supercaso #hof #neuvia",29,"09/06/2025 14:20",https://www.instagram.com/reel/DORpDtzgj1l/,"Reel do Instagram",,Total,859,660,2,2,0,0,1
18055991228416063,17841404658487124,oleonardorosso,"Leonardo Rosso","1 consulta paga a cada 30 novos seguidores já poderia ser uma realidade. Comente “SUPERCASO” e saiba como.

#harmonizacaofacial #merzaesthetics #supercaso #hof #neuvia",31,"09/05/2025 08:41",https://www.instagram.com/reel/DOOdcaLAo7k/,"Reel do Instagram",,Total,659,490,6,0,0,2,1
17921506023135825,17841404658487124,oleonardorosso,"Leonardo Rosso","1 consulta paga a cada 30 novos seguidores já poderia ser uma realidade. Comente “SUPERCASO” e saiba como.

#harmonizacaofacial #merzaesthetics #supercaso #hof",30,"09/04/2025 10:54",https://www.instagram.com/reel/DOMH2tHApqm/,"Reel do Instagram",,Total,733,485,6,0,0,3,2
18522290050034773,17841404658487124,oleonardorosso,"Leonardo Rosso","1 consulta paga a cada 30 novos seguidores já poderia ser uma realidade. Comente “SUPERCASO” e saiba como.

#harmonizacaofacial #merzaesthetics #supercaso #hof",45,"09/03/2025 07:34",https://www.instagram.com/reel/DOJMKlGAhuh/,"Reel do Instagram",,Total,710,463,7,2,0,4,6
18287069227261460,17841404658487124,oleonardorosso,"Leonardo Rosso","1 consulta paga a cada 30 novos seguidores já poderia ser uma realidade. Comente “SUPERCASO” e saiba como.

#harmonizacaofacial #merzaesthetics #supercaso #hof",49,"09/02/2025 09:05",https://www.instagram.com/reel/DOGx1oYgvLp/,"Reel do Instagram",,Total,849,466,8,1,0,5,0
17872712730327542,17841404658487124,oleonardorosso,"Leonardo Rosso","1 consulta paga a cada 30 novos seguidores já poderia ser uma realidade. Comente “SUPERCASO” e saiba como.

#harmonizacaofacial #merzaesthetics #supercaso #hof",0,"09/01/2025 11:04",https://www.instagram.com/p/DOEaqVPifEL/,"Carrossel do Instagram",,Total,46316,136010,53,17,7,34,16
17933846310083839,17841404658487124,oleonardorosso,"Leonardo Rosso","1 consulta paga a cada 30 novos seguidores já poderia ser uma realidade. Comente “SUPERCASO” e saiba como.

#harmonizacaofacial #merzaesthetics #supercaso #hof",59,"09/01/2025 08:05",https://www.instagram.com/reel/DOEGFPdgj9O/,"Reel do Instagram",,Total,515,336,3,0,1,3,0
18424007416100913,17841404658487124,oleonardorosso,"Leonardo Rosso","1 consulta paga a cada 30 novos seguidores já poderia ser uma realidade. Comente “SUPERCASO” e saiba como.

#harmonizacaofacial #merzaesthetics #supercaso #hof",34,"08/31/2025 11:15",https://www.instagram.com/reel/DOB3HFuAu0p/,"Reel do Instagram",,Total,637,372,8,1,0,0,0
18310549966169792,17841404658487124,oleonardorosso,"Leonardo Rosso","1 consulta paga a cada 30 novos seguidores já poderia ser uma realidade. Comente “SUPERCASO” e saiba como.

#harmonizacaofacial #merzaesthetics #supercaso #hof",38,"08/29/2025 08:08",https://www.instagram.com/reel/DN8YH9UApq1/,"Reel do Instagram",,Total,614,363,6,0,0,2,0
18074558693083364,17841404658487124,oleonardorosso,"Leonardo Rosso","1 consulta paga a cada 30 novos seguidores já poderia ser uma realidade. Comente “SUPERCASO” e saiba como.

#harmonizacaofacial #merzaesthetics #supercaso #hof #neuvia",46,"08/28/2025 06:28",https://www.instagram.com/reel/DN5nysfgsnJ/,"Reel do Instagram",,Total,675,417,8,1,0,4,2
18047463668317167,17841404658487124,oleonardorosso,"Leonardo Rosso","1 consulta paga a cada 30 novos seguidores já poderia ser uma realidade. Comente “SUPERCASO” e saiba como.

#harmonizacaofacial #merzaesthetics #supercaso #hof #neuvia",32,"08/27/2025 07:59",https://www.instagram.com/reel/DN3NdCSxC7V/,"Reel do Instagram",,Total,668,455,4,0,0,3,0
18183069592332332,17841404658487124,oleonardorosso,"Leonardo Rosso","1 consulta paga a cada 30 novos seguidores já poderia ser uma realidade. Comente “SUPERCASO” e saiba como.

#harmonizacaofacial #merzaesthetics #supercaso #hof #neuvia",61,"08/26/2025 06:30",https://www.instagram.com/reel/DN0ee6HRJDX/,"Reel do Instagram",,Total,775,464,6,0,0,5,1
18089735872705920,17841404658487124,oleonardorosso,"Leonardo Rosso","1 consulta paga a cada 30 novos seguidores já poderia ser uma realidade. Comente “SUPERCASO” e saiba como.

#harmonizacaofacial #merzaesthetics #supercaso #hof #neuvia",43,"08/25/2025 05:55",https://www.instagram.com/reel/DNx1v50xJ5N/,"Reel do Instagram",,Total,625,422,3,0,0,0,0
18081022789927964,17841404658487124,oleonardorosso,"Leonardo Rosso","1 consulta paga a cada 30 novos seguidores já poderia ser uma realidade. Comente “SUPERCASO” e saiba como.

#harmonizacaofacial #merzaesthetics #supercaso #hof #neuvia",47,"08/22/2025 08:03",https://www.instagram.com/reel/DNqV74FO9pB/,"Reel do Instagram",,Total,502,320,3,0,0,2,0
17950539188874534,17841404658487124,oleonardorosso,"Leonardo Rosso","1 consulta paga a cada 30 novos seguidores já poderia ser uma realidade. Comente “SUPERCASO” e saiba como.

#harmonizacaofacial #merzaesthetics #supercaso #hof #neuvia",25,"08/21/2025 07:56",https://www.instagram.com/reel/DNnwXnXiKCA/,"Reel do Instagram",,Total,752,470,5,0,0,2,0
18058121090612313,17841404658487124,oleonardorosso,"Leonardo Rosso","1 consulta paga a cada 30 novos seguidores já poderia ser uma realidade. Comente “SUPERCASO” e saiba como.

#harmonizacaofacial #merzaesthetics #supercaso #hof #neuvia",32,"08/20/2025 08:00",https://www.instagram.com/reel/DNlMBCQCzMd/,"Reel do Instagram",,Total,871,522,5,0,0,4,1
17942748816024339,17841404658487124,oleonardorosso,"Leonardo Rosso","1 consulta paga a cada 30 novos seguidores já poderia ser uma realidade. Comente “SUPERCASO” e saiba como.

#harmonizacaofacial #merzaesthetics #supercaso #hof #neuvia",0,"08/19/2025 11:01",https://www.instagram.com/p/DNi8CvDJzpk/,"Carrossel do Instagram",,Total,44581,4902,72,69,6,12,179
17855879853499519,17841404658487124,oleonardorosso,"Leonardo Rosso","1 consulta paga a cada 30 novos seguidores já poderia ser uma realidade. Comente “SUPERCASO” e saiba como.

#harmonizacaofacial #merzaesthetics #supercaso #hof #neuvia",39,"08/19/2025 08:01",https://www.instagram.com/reel/DNinYS8ixlG/,"Reel do Instagram",,Total,638,390,4,0,0,1,1
17970334175943594,17841404658487124,oleonardorosso,"Leonardo Rosso","1 consulta paga a cada 30 novos seguidores já poderia ser uma realidade. Comente “SUPERCASO” e saiba como.

#harmonizacaofacial #merzaesthetics #supercaso #hof #neuvia",0,"08/18/2025 11:15",https://www.instagram.com/p/DNgY1KhpTFC/,"Carrossel do Instagram",,Total,37323,4315,39,8,2,15,7
18055143557383867,17841404658487124,oleonardorosso,"Leonardo Rosso","1 consulta paga a cada 30 novos seguidores já poderia ser uma realidade. Comente “SUPERCASO” e saiba como.

#harmonizacaofacial #merzaesthetics #supercaso #hof #neuvia",44,"08/15/2025 15:04",https://www.instagram.com/reel/DNZEofQpU1p/,"Reel do Instagram",,Total,532,333,5,2,0,3,1
18059048567523544,17841404658487124,oleonardorosso,"Leonardo Rosso","1 consulta paga a cada 30 novos seguidores já poderia ser uma realidade. Comente “SUPERCASO” e saiba como.

#harmonizacaofacial #merzaesthetics #supercaso #hof #neuvia",35,"08/15/2025 06:08",https://www.instagram.com/reel/DNYHQh-i_gP/,"Reel do Instagram",,Total,549,344,4,3,0,0,2
17846136900544391,17841404658487124,oleonardorosso,"Leonardo Rosso","a alegria é parte integrante do teu caminho.",0,"08/14/2025 20:16",https://www.instagram.com/p/DNXDjgGMuPM/,"Carrossel do Instagram",,Total,35523,3815,85,3,0,14,7
